Symbol,Name,Date Public,Founded,MarketValue,PQ1EarningsDate,PQ1Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-2 Earnings Date,P/Q-2Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-3 Earnings Date,P/Q-3Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-4 Earnings Date,P/Q-4 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-5 Earnings Date,P/Q-5 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings,P/Q-6 Earnings Date,P/Q-6 % Variance,-10 Before Earnings,+10 Since Earnings,+20 Since Earnings,+30 Since Earnings
PGR,Progressive Corporation,11/05/1984,1965,"45,690.8",1/29/2020,17%,2.37%,-0.30%,3.47%,7.87%,10/16/2019,2%,-3.19%,-6.71%,1.67%,-0.01%,7/17/2019,-1%,1.51%,1.08%,-2.12%,-2.71%,4/16/2019,-7%,-2.14%,-1.02%,3.08%,5.52%,1/23/2019,19%,2.08%,0.43%,5.00%,1.02%,10/16/2018,19%,-0.37%,3.82%,0.98%,-11.18%
APD,"Air Products and Chemicals, Inc.",11/05/1984,1940,"45,539.1",1/24/2020,2%,1.79%,1.40%,1.19%,-1.50%,11/7/2019,-1%,1.78%,3.74%,-3.84%,-0.58%,7/25/2019,1%,-1.57%,2.27%,-0.76%,-1.81%,4/24/2019,3%,0.47%,4.56%,1.12%,7.67%,1/25/2019,-1%,-2.35%,1.34%,5.86%,1.92%,11/6/2018,0%,3.24%,3.66%,0.25%,4.17%
TFC,Truist Financial Corporation,11/05/1984,2019,"45,425.9",1/30/2020,-17%,-4.18%,2.30%,-3.73%,-17.59%,10/17/2019,-6%,0.17%,-0.19%,0.87%,-1.32%,7/18/2019,2%,1.30%,-1.41%,-4.97%,1.53%,4/18/2019,-5%,1.90%,1.90%,-3.28%,2.25%,1/17/2019,-7%,2.78%,-1.48%,1.04%,1.50%,10/18/2018,1%,1.31%,2.95%,4.51%,-1.41%
ATVI,"Activision Blizzard, Inc.",11/05/1984,1979,"45,414.9",2/7/2020,3%,-0.47%,4.21%,6.99%,2.95%,11/8/2019,31%,-4.21%,-2.97%,1.61%,5.94%,8/9/2019,50%,6.66%,0.80%,11.92%,-1.83%,5/3/2019,32%,9.56%,1.17%,-4.70%,0.96%,2/13/2019,0%,-12.94%,-6.79%,1.91%,5.47%,11/9/2018,6%,-14.57%,-3.76%,-4.06%,3.10%
BSX,Boston Scientific Corporation, 5/19/1992,1979,"45,139.0",2/5/2020,5%,-2.02%,-1.51%,-1.62%,-13.69%,10/23/2019,2%,-2.81%,-0.84%,3.45%,1.12%,7/24/2019,3%,-1.37%,2.86%,-0.68%,-1.70%,4/24/2019,-2%,-7.34%,5.16%,3.47%,7.74%,2/6/2019,9%,-2.58%,1.77%,-0.45%,-7.17%,10/24/2018,3%,1.11%,0.45%,-3.14%,3.09%
CSX,CSX Corporation,11/05/1984,1827,"44,835.5",1/17/2020,3%,2.99%,3.28%,-0.76%,-2.50%,10/17/2019,7%,0.53%,-0.65%,0.18%,-1.96%,7/17/2019,-2%,-0.22%,-1.27%,-3.72%,-0.50%,4/17/2019,12%,-1.85%,-0.64%,0.32%,-0.47%,1/17/2019,2%,1.22%,-0.99%,6.87%,-0.33%,10/17/2018,11%,0.96%,0.89%,2.54%,0.40%
WM,"Waste Management, Inc.", 6/22/1988,1987,"44,730.4",2/13/2020,3%,0.10%,1.30%,4.14%,0.00%,10/23/2019,4%,-1.76%,-5.44%,1.21%,-1.38%,7/25/2019,3%,-2.64%,3.63%,0.09%,-0.88%,4/25/2019,2%,2.69%,1.56%,5.73%,2.40%,2/14/2019,6%,1.04%,-0.02%,-0.35%,2.50%,10/25/2018,4%,1.25%,2.09%,7.21%,0.16%
DE,Deere & Company,11/05/1984,1837,"43,580.6",2/21/2020,29%,-2.73%,3.25%,-15.29%,0.00%,11/27/2019,0%,-1.50%,2.29%,-0.66%,-2.19%,8/16/2019,-4%,-7.40%,2.56%,3.61%,3.61%,5/17/2019,-3%,-9.85%,10.23%,2.34%,4.80%,2/15/2019,-12%,-2.61%,3.56%,-4.38%,-0.24%,11/21/2018,-6%,-0.78%,4.34%,5.78%,3.07%
SCHW,Charles Schwab Corporation, 9/23/1987,1986,"43,564.1",1/16/2020,-3%,-2.89%,-4.26%,-1.24%,-2.67%,10/15/2019,9%,-9.55%,1.62%,4.24%,11.60%,7/16/2019,1%,-2.37%,3.03%,-9.70%,-2.20%,4/15/2019,5%,3.34%,0.27%,0.47%,-1.73%,1/16/2019,2%,2.38%,-3.28%,-4.81%,1.15%,10/15/2018,1%,4.80%,-4.43%,3.63%,-1.47%
AEP,"American Electric Power Company, Inc.",11/05/1984,1906,"42,788.2",2/20/2020,3%,-2.21%,6.73%,-12.47%,0.00%,10/24/2019,11%,-1.28%,-9.27%,1.26%,-0.03%,7/25/2019,3%,-2.27%,2.61%,2.06%,-1.81%,4/25/2019,7%,-1.17%,-0.46%,7.98%,-0.41%,1/24/2019,2%,1.58%,-0.31%,-0.47%,1.96%,10/25/2018,4%,8.60%,-3.00%,8.43%,4.30%
RTN,Raytheon Company,11/05/1984,1922,"41,724.4",1/30/2020,1%,0.22%,-2.57%,-4.74%,-11.44%,10/24/2019,8%,0.83%,-0.81%,-0.30%,-0.83%,7/25/2019,11%,3.11%,-0.14%,-0.25%,-0.09%,4/25/2019,12%,1.87%,3.32%,1.42%,1.50%,1/31/2019,1%,4.29%,8.29%,0.59%,-4.74%,10/25/2018,14%,-3.18%,1.89%,-0.86%,-1.68%
HUM,Humana Inc.,11/05/1984,1961,"41,475.0",2/5/2020,4%,-5.39%,0.47%,10.13%,-15.30%,11/6/2019,10%,-1.08%,9.57%,1.80%,3.06%,7/31/2019,14%,-0.24%,4.40%,-8.58%,-7.08%,5/1/2019,4%,-0.84%,1.31%,3.83%,-1.01%,2/6/2019,5%,-2.35%,0.20%,-11.85%,-0.44%,11/7/2018,7%,1.28%,-8.12%,0.84%,-1.57%
BAX,Baxter International Inc.,11/05/1984,1931,"41,349.9",10/24/2019,4%,-1.75%,-3.97%,4.77%,-0.36%,7/25/2019,9%,1.26%,2.81%,2.14%,1.00%,4/25/2019,12%,-6.45%,1.52%,0.30%,1.45%,1/31/2019,7%,3.41%,-1.72%,2.49%,1.13%,10/31/2018,8%,0.18%,2.27%,5.17%,1.52%,7/26/2018,8%,0.36%,-2.84%,-0.38%,2.99%
AON,Aon plc,11/05/1984,2011,"41,046.3",1/31/2020,2%,5.23%,2.10%,2.22%,-19.73%,10/25/2019,1%,-1.13%,0.70%,1.92%,2.03%,7/26/2019,0%,-0.12%,0.80%,2.16%,-2.41%,4/26/2019,0%,2.61%,1.22%,1.12%,5.17%,2/1/2019,1%,0.04%,-0.01%,-1.51%,-1.89%,10/26/2018,7%,1.96%,3.34%,2.16%,-2.60%
WBA,Walgreens Boots Alliance Inc,11/05/1984,1901,"40,918.0",1/8/2020,-3%,0.92%,-6.77%,-0.32%,-3.66%,10/28/2019,1%,0.85%,9.89%,-4.17%,-3.78%,6/27/2019,3%,-0.22%,-0.90%,-1.69%,-0.67%,4/2/2019,-4%,-0.59%,-2.40%,-2.68%,0.56%,12/20/2018,2%,-4.48%,-2.40%,-1.02%,-4.29%,10/11/2018,2%,3.10%,7.59%,4.99%,4.17%
GD,General Dynamics Corporation,11/05/1984,1952,"40,443.5",1/29/2020,2%,1.70%,-0.43%,-0.15%,-3.81%,10/23/2019,2%,-1.72%,2.21%,0.33%,-1.47%,7/24/2019,3%,1.89%,0.85%,2.66%,0.17%,4/24/2019,6%,4.43%,-5.27%,1.25%,1.89%,1/30/2019,3%,4.64%,-1.27%,-3.22%,-1.26%,10/24/2018,5%,-3.24%,0.89%,1.22%,-4.75%
MCO,Moody's Corporation,11/05/1984,1909,"39,888.4",2/12/2020,4%,1.59%,1.10%,-4.18%,10.20%,10/30/2019,8%,-0.67%,-1.40%,1.50%,2.92%,7/31/2019,4%,-1.65%,0.90%,2.04%,-4.94%,4/24/2019,7%,-0.63%,0.40%,-0.46%,-0.22%,2/15/2019,-3%,1.64%,1.03%,2.28%,2.42%,10/26/2018,-6%,1.92%,3.70%,3.97%,-4.27%
EW,Edwards Lifesciences Corporation, 3/27/2000,1958,"38,792.3",1/31/2020,-2%,-1.04%,-0.07%,0.80%,-12.88%,10/24/2019,16%,-2.79%,0.15%,2.60%,-3.08%,7/24/2019,4%,1.92%,3.63%,2.53%,-0.40%,4/24/2019,8%,-5.42%,1.63%,-2.21%,4.42%,2/1/2019,0%,5.37%,2.68%,-4.43%,10.45%,10/24/2018,5%,5.04%,6.55%,-0.42%,6.61%
LHX,L3Harris Technologies Inc,11/05/1984,#N/A,"38,527.3",2/4/2020,#N/A,3.05%,-1.82%,1.19%,-16.07%,10/30/2019,#N/A,-2.68%,-5.76%,-1.43%,-2.63%,1/29/2019,3%,2.38%,0.36%,-1.88%,-0.94%,10/15/2018,4%,-3.39%,-11.49%,-1.93%,-3.80%,7/31/2018,1%,0.33%,-0.94%,-2.27%,-1.53%,5/2/2018,2%,-7.16%,1.29%,-1.62%,-3.22%
LRCX,Lam Research Corporation,11/05/1984,1980,"38,101.7",1/30/2020,4%,-0.59%,6.99%,-1.99%,-1.69%,10/24/2019,6%,-2.93%,0.60%,-4.40%,0.78%,8/1/2019,6%,8.91%,0.14%,1.60%,10.53%,4/25/2019,9%,0.90%,-1.30%,-5.06%,-1.29%,1/24/2019,6%,-0.83%,6.51%,-1.34%,-4.12%,10/17/2018,5%,-0.02%,-0.20%,0.87%,5.61%
NSC,Norfolk Southern Corporation,11/05/1984,1980,"37,867.0",1/29/2020,12%,2.56%,-5.13%,-0.80%,-10.95%,10/23/2019,0%,9.69%,1.97%,-2.79%,-1.44%,7/24/2019,-3%,-1.48%,1.25%,-4.25%,-0.64%,4/24/2019,15%,2.52%,-0.88%,1.61%,-1.48%,1/25/2019,12%,2.20%,2.08%,2.46%,0.07%,10/24/2018,3%,-8.81%,2.11%,1.76%,-5.02%
LVS,Las Vegas Sands Corp.,12/15/2004,2004,"37,428.2",1/30/2020,12%,-11.55%,1.84%,-3.77%,-6.86%,10/24/2019,1%,6.37%,1.73%,-6.10%,4.81%,7/25/2019,-8%,3.36%,-9.56%,-1.23%,1.33%,4/18/2019,5%,4.77%,-1.06%,-9.09%,-8.28%,1/24/2019,-10%,-1.33%,2.96%,0.30%,-0.55%,10/25/2018,-5%,-3.02%,-4.87%,0.62%,5.05%
CNC,Centene Corporation,12/13/2001,1984,"37,300.9",2/4/2020,0%,-0.21%,5.89%,0.24%,1.78%,10/22/2019,1%,2.09%,3.66%,12.97%,1.14%,7/23/2019,8%,1.45%,-2.79%,-5.72%,-3.36%,4/23/2019,3%,-14.49%,12.70%,2.80%,-4.48%,2/5/2019,0%,0.58%,0.48%,-12.48%,1.64%,10/23/2018,1%,3.48%,-3.15%,3.57%,1.76%
DG,Dollar General Corporation,11/13/2009,1939,"37,123.2",3/12/2020,4%,8.82%,2.70%,0.00%,0.00%,12/5/2019,3%,-2.93%,-1.62%,-2.42%,-0.43%,8/29/2019,11%,3.61%,-1.83%,3.31%,1.10%,5/30/2019,7%,2.86%,3.27%,-0.30%,0.57%,3/14/2019,-2%,1.36%,7.08%,-0.12%,0.52%,12/4/2018,0%,-1.78%,5.99%,5.13%,-1.20%
PSA,Public Storage,11/05/1984,1972,"36,933.6",2/26/2020,-7%,4.14%,8.51%,-4.13%,0.00%,10/30/2019,1%,-4.82%,-6.82%,-1.86%,-4.23%,7/31/2019,-3%,-2.68%,9.85%,0.71%,-9.01%,5/2/2019,1%,1.53%,2.19%,8.14%,-2.80%,2/27/2019,44%,-6.92%,3.78%,0.63%,-2.95%,10/31/2018,0%,8.82%,1.94%,-0.09%,0.97%
ADI,"Analog Devices, Inc.",11/05/1984,1965,"36,744.7",2/19/2020,3%,3.90%,-1.70%,-11.27%,0.00%,11/26/2019,-2%,-1.29%,0.73%,0.64%,-1.83%,8/21/2019,3%,0.13%,2.24%,1.44%,-0.78%,5/22/2019,4%,-11.65%,-1.16%,8.71%,-0.61%,2/20/2019,4%,2.37%,0.36%,0.18%,-0.60%,11/20/2018,2%,0.57%,-1.59%,0.82%,-2.35%
EXC,Exelon Corporation,11/05/1984,1999,"35,426.3",2/11/2020,14%,-1.26%,2.45%,-3.46%,-8.67%,10/31/2019,4%,1.97%,-3.94%,-2.05%,-2.26%,8/1/2019,-2%,-7.18%,4.02%,1.92%,-1.80%,5/2/2019,0%,1.65%,-0.45%,2.62%,0.57%,2/8/2019,2%,-0.01%,-1.88%,1.75%,2.43%,11/1/2018,0%,5.41%,4.53%,0.88%,5.68%
ETN,Eaton Corp. Plc,11/05/1984,2012,"35,370.5",2/4/2020,4%,2.16%,0.55%,1.60%,-12.80%,10/29/2019,1%,5.38%,1.90%,-1.27%,0.64%,7/30/2019,1%,0.23%,-1.75%,-1.27%,9.87%,4/30/2019,1%,-1.15%,-0.82%,-2.69%,0.44%,2/1/2019,1%,5.34%,0.24%,2.53%,-0.06%,10/30/2018,0%,-6.43%,1.18%,4.97%,-4.18%
GM,General Motors Company,11/18/2010,1908,"35,310.6",2/5/2020,313%,-1.10%,-0.49%,-4.47%,-17.91%,10/29/2019,32%,0.73%,-0.92%,-8.59%,-1.97%,8/1/2019,17%,3.12%,-5.71%,-1.58%,2.37%,4/30/2019,25%,-0.52%,-1.29%,-4.26%,-1.11%,2/6/2019,12%,-0.88%,-2.44%,-3.12%,-5.35%,10/31/2018,53%,8.21%,-3.56%,2.94%,0.42%
HCA,HCA Healthcare Inc, 3/10/2011,1968,"35,295.6",1/28/2020,0%,-3.74%,0.23%,-7.08%,-0.37%,10/29/2019,5%,3.75%,-1.80%,1.14%,2.51%,7/30/2019,-10%,3.48%,-0.97%,-6.27%,7.15%,4/30/2019,28%,-3.19%,-0.31%,1.50%,0.36%,1/29/2019,18%,0.16%,-2.47%,-2.87%,-6.52%,10/30/2018,14%,1.01%,3.08%,1.08%,-2.23%
XEL,Xcel Energy Inc.,11/05/1984,1909,"35,068.9",1/30/2020,5%,6.48%,-1.32%,1.36%,16.35%,10/24/2019,-2%,-2.14%,-9.12%,1.59%,-1.00%,8/1/2019,-11%,-2.62%,4.72%,2.20%,-5.99%,4/25/2019,-1%,-2.34%,1.97%,6.98%,-1.38%,1/31/2019,1%,-0.71%,0.09%,0.90%,2.56%,10/25/2018,-2%,7.57%,-4.06%,9.25%,4.80%
ADSK,"Autodesk, Inc.", 6/28/1985,1982,"34,771.8",2/28/2020,3%,-0.95%,-8.12%,0.00%,0.00%,11/27/2019,8%,6.42%,-1.79%,2.40%,2.24%,8/28/2019,5%,0.89%,6.85%,-2.83%,-1.65%,5/24/2019,-4%,0.48%,0.23%,0.43%,0.48%,3/1/2019,9%,0.52%,-4.38%,1.24%,7.58%,11/21/2018,8%,-3.97%,-1.28%,-0.58%,4.60%
ILMN,"Illumina, Inc.", 7/28/2000,1998,"34,299.5",1/30/2020,7%,-0.95%,-4.42%,3.28%,-3.08%,10/25/2019,38%,3.38%,-1.49%,6.92%,2.54%,7/30/2019,1%,0.47%,0.73%,-1.11%,-3.04%,4/26/2019,20%,-3.05%,2.37%,0.78%,5.71%,1/30/2019,-3%,-6.99%,4.92%,5.22%,-2.03%,10/24/2018,21%,1.73%,12.46%,-3.88%,4.27%
COP,ConocoPhillips,11/05/1984,1875,"33,925.9",2/4/2020,-5%,-6.69%,2.08%,-9.06%,-36.52%,10/29/2019,14%,-3.29%,0.09%,1.58%,2.50%,7/30/2019,-3%,-4.29%,-6.76%,-3.42%,7.54%,4/30/2019,10%,-8.28%,2.34%,-1.69%,-6.28%,1/31/2019,12%,-3.29%,0.43%,-2.45%,-2.26%,10/25/2018,15%,-7.85%,-5.49%,1.50%,1.88%
MNST,Monster Beverage Corporation,12/06/1985,1990,"33,496.9",2/28/2020,5%,3.87%,9.06%,0.00%,0.00%,11/8/2019,2%,-2.55%,0.15%,2.23%,2.41%,8/8/2019,-5%,-2.25%,-7.60%,-1.98%,1.99%,5/3/2019,18%,5.05%,3.61%,2.65%,-6.81%,2/28/2019,6%,-2.12%,-7.41%,-8.57%,-2.14%,11/8/2018,10%,1.56%,12.02%,-0.96%,-4.54%
KMI,Kinder Morgan Inc Class P, 2/11/2011,1997,"33,477.6",1/23/2020,-2%,-4.40%,-2.66%,3.95%,-1.89%,10/17/2019,-7%,-4.33%,-1.80%,-0.85%,-4.55%,7/18/2019,-7%,-2.35%,3.05%,-0.83%,-0.17%,4/18/2019,2%,-2.06%,-0.66%,6.27%,3.60%,1/17/2019,-3%,6.25%,0.86%,-0.25%,4.85%,10/18/2018,-1%,2.27%,-3.30%,0.24%,-1.55%
COF,Capital One Financial Corporation,11/16/1994,1994,"33,318.5",1/22/2020,5%,-1.27%,-2.35%,-2.37%,-7.59%,10/25/2019,13%,3.26%,1.87%,0.21%,3.25%,7/19/2019,17%,-4.56%,0.65%,-3.55%,0.06%,4/26/2019,7%,1.52%,-1.75%,2.28%,-2.57%,1/23/2019,-22%,0.94%,-1.06%,0.69%,-0.09%,10/24/2018,9%,-4.54%,-0.46%,1.16%,-3.81%
ROST,"Ross Stores, Inc.", 8/08/1985,1957,"33,315.0",3/4/2020,2%,0.00%,-15.27%,0.00%,0.00%,11/22/2019,6%,-1.81%,2.24%,-3.09%,3.33%,8/23/2019,2%,0.77%,0.69%,-1.35%,2.76%,5/24/2019,3%,-1.00%,3.44%,3.33%,-2.05%,3/6/2019,6%,0.11%,-4.61%,2.06%,4.14%,11/20/2018,1%,-8.38%,-3.45%,2.98%,12.34%
ROP,"Roper Technologies, Inc.", 2/13/1992,1981,"33,267.5",1/30/2020,1%,1.83%,-3.12%,2.66%,-1.76%,10/24/2019,3%,-3.98%,-0.19%,3.34%,-3.69%,7/25/2019,1%,-0.99%,-1.24%,-0.51%,3.64%,4/25/2019,19%,0.40%,3.37%,1.69%,1.60%,2/1/2019,3%,0.48%,4.04%,2.14%,2.24%,10/26/2018,5%,-2.13%,-0.68%,-0.03%,-0.23%
GIS,"General Mills, Inc.",11/05/1984,1866,"32,345.6",12/18/2019,8%,-6.00%,-3.21%,0.72%,0.76%,9/18/2019,2%,-2.16%,1.36%,-4.08%,-5.61%,6/26/2019,8%,1.90%,1.34%,0.09%,2.67%,3/20/2019,20%,-0.31%,2.41%,1.85%,-1.54%,12/19/2018,5%,-2.89%,2.84%,3.59%,-1.24%,9/18/2018,11%,4.16%,-2.29%,6.49%,7.05%
NEM,Newmont Corporation,11/05/1984,1921,"31,907.6",2/20/2020,7%,1.57%,18.51%,-24.16%,0.00%,11/5/2019,-8%,-0.01%,0.53%,2.18%,2.12%,7/25/2019,-48%,-0.31%,4.85%,-1.61%,-1.50%,4/25/2019,21%,-13.73%,-3.53%,7.29%,10.78%,2/21/2019,64%,1.78%,-5.32%,-0.19%,5.40%,10/25/2018,70%,8.59%,5.67%,6.27%,2.98%
SPG,"Simon Property Group, Inc.",12/14/1993,1993,"31,743.5",2/4/2020,0%,-7.77%,-3.02%,-2.34%,-27.31%,10/30/2019,1%,1.22%,0.46%,-4.09%,-5.29%,7/31/2019,-2%,-1.43%,-1.67%,-5.43%,1.67%,4/30/2019,11%,-6.54%,5.08%,-5.16%,-4.50%,2/1/2019,20%,1.91%,-0.39%,-5.12%,-1.61%,10/25/2018,3%,5.47%,-0.28%,3.55%,1.70%
SBAC,SBA Communications Corp. Class A, 6/16/1999,1989,"31,551.7",2/21/2020,50%,13.53%,7.39%,-1.29%,0.00%,10/29/2019,-45%,-1.80%,-7.06%,3.08%,-0.67%,7/30/2019,29%,0.49%,7.28%,3.89%,-13.20%,4/30/2019,15%,-3.45%,6.43%,-0.91%,7.69%,2/22/2019,11%,-1.03%,2.18%,5.69%,-1.36%,11/6/2018,-43%,9.09%,5.54%,-0.54%,3.67%
WEC,WEC Energy Group Inc,11/05/1984,1981,"31,360.6",1/30/2020,7%,5.30%,-2.27%,3.33%,16.77%,11/6/2019,3%,-5.14%,-4.50%,1.02%,0.21%,8/5/2019,5%,1.82%,1.98%,7.52%,-8.55%,4/25/2019,6%,-2.25%,1.42%,7.72%,-1.07%,2/12/2019,3%,3.16%,-1.11%,2.14%,2.67%,10/31/2018,5%,5.49%,2.41%,0.12%,9.66%
SRE,Sempra Energy,11/05/1984,1996,"31,250.2",2/27/2020,5%,-0.29%,-9.66%,2.54%,0.00%,11/1/2019,2%,-1.66%,-2.63%,0.24%,0.37%,8/2/2019,-5%,-2.55%,3.65%,0.73%,-2.55%,5/7/2019,14%,-0.07%,5.10%,3.16%,0.19%,2/26/2019,7%,-3.63%,4.23%,0.61%,-0.28%,11/7/2018,9%,-1.42%,0.97%,4.06%,5.12%
MAR,"Marriott International, Inc. Class A",10/01/1993,1927,"30,998.2",2/27/2020,7%,-11.26%,-5.07%,2.03%,0.00%,11/5/2019,-1%,3.36%,-0.26%,2.95%,4.78%,8/6/2019,0%,0.52%,0.91%,-5.18%,1.18%,5/10/2019,6%,1.69%,-3.25%,4.01%,1.40%,3/1/2019,3%,4.05%,-2.03%,1.85%,4.92%,11/6/2018,30%,8.83%,4.88%,-2.37%,-1.25%
EMR,Emerson Electric Co.,11/05/1984,1890,"30,794.0",2/4/2020,0%,-4.30%,-4.70%,0.31%,-24.51%,11/5/2019,-1%,3.00%,-2.29%,0.45%,0.85%,8/6/2019,3%,-4.37%,-5.47%,1.45%,6.49%,5/7/2019,0%,-4.43%,-2.76%,-1.88%,-3.27%,2/5/2019,12%,4.17%,0.57%,-0.90%,-0.66%,11/6/2018,9%,-1.32%,-0.85%,-7.11%,-2.71%
BK,Bank of New York Mellon Corporation,11/05/1984,1965,"30,206.8",1/16/2020,9%,-1.25%,-1.38%,-2.43%,-2.32%,10/16/2019,8%,-0.48%,2.98%,2.08%,-0.80%,7/17/2019,7%,-4.45%,6.45%,-6.02%,-3.93%,4/17/2019,-2%,2.60%,2.46%,-5.41%,-3.95%,1/16/2019,-9%,0.80%,0.32%,-2.70%,-0.42%,10/18/2018,2%,-1.94%,0.48%,3.76%,3.28%
DLR,"Digital Realty Trust, Inc.",10/29/2004,2004,"29,963.7",2/14/2020,520%,-2.23%,7.68%,9.85%,0.00%,10/30/2019,-17%,-0.83%,-11.89%,2.30%,-5.91%,7/31/2019,-42%,-5.00%,7.73%,1.02%,0.04%,4/26/2019,70%,-3.08%,2.49%,3.89%,-4.81%,2/6/2019,-47%,1.56%,6.13%,-2.33%,2.47%,10/26/2018,3%,9.42%,-0.34%,3.77%,6.76%
ALL,Allstate Corporation, 6/03/1993,1931,"29,400.1",2/5/2020,-3%,2.50%,-2.20%,-1.91%,-14.47%,10/30/2019,10%,-1.31%,3.72%,-0.75%,-2.01%,7/31/2019,42%,-3.19%,-0.77%,-1.05%,-0.22%,5/2/2019,1%,-0.76%,-1.27%,3.94%,1.86%,2/6/2019,13%,-0.29%,0.52%,-0.60%,-2.09%,11/1/2018,-13%,3.47%,-0.58%,-1.08%,-2.76%
ED,"Consolidated Edison, Inc.",11/05/1984,1823,"29,395.6",2/21/2020,9%,0.03%,8.27%,0.19%,0.00%,11/5/2019,-2%,-5.44%,-3.23%,0.04%,-0.05%,8/2/2019,-1%,-1.40%,2.53%,0.70%,-1.48%,5/3/2019,2%,0.90%,3.84%,4.44%,-4.52%,2/22/2019,3%,1.83%,3.77%,-0.44%,-3.46%,11/2/2018,6%,0.09%,2.62%,3.46%,7.42%
HSY,Hershey Company,11/05/1984,1894,"29,331.4",1/30/2020,3%,1.81%,-2.11%,2.48%,6.21%,10/24/2019,0%,-7.28%,-6.05%,3.02%,0.36%,7/25/2019,12%,4.96%,5.37%,2.89%,-1.57%,4/25/2019,9%,-0.81%,4.34%,5.34%,4.03%,1/31/2019,-1%,-4.77%,0.33%,1.52%,-1.60%,10/25/2018,0%,8.93%,0.26%,5.35%,0.55%
KHC,Kraft Heinz Company, 9/17/2012,2015,"29,277.0",2/13/2020,6%,-1.89%,1.30%,5.86%,0.00%,10/31/2019,30%,1.94%,-6.29%,-3.02%,2.65%,8/8/2019,4%,0.73%,-8.78%,4.53%,3.08%,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2/22/2019,-10%,-0.69%,-6.48%,-1.15%,-0.61%,11/2/2018,-4%,2.23%,1.98%,-3.30%,-1.58%
MET,"MetLife, Inc.", 4/05/2000,1868,"29,242.4",2/6/2020,44%,-1.17%,-1.08%,-12.72%,-18.50%,10/31/2019,-9%,-1.21%,3.31%,-0.30%,-0.02%,8/1/2019,3%,-0.98%,-3.99%,-4.13%,6.70%,5/2/2019,16%,-1.61%,1.68%,1.32%,0.54%,2/7/2019,5%,-1.92%,-0.53%,0.38%,-7.11%,11/2/2018,9%,-2.81%,0.15%,-0.08%,-2.93%
ES,Eversource Energy,11/05/1984,1966,"29,210.7",2/20/2020,-1%,1.26%,12.11%,-9.14%,0.00%,11/6/2019,3%,-8.25%,0.17%,-0.81%,-0.87%,8/1/2019,-2%,-1.83%,6.42%,-0.76%,-0.46%,5/2/2019,6%,0.83%,3.45%,5.29%,-0.25%,2/21/2019,-1%,-0.56%,-0.75%,-1.42%,-1.57%,11/2/2018,3%,1.87%,7.12%,0.50%,6.23%
CTSH,Cognizant Technology Solutions Corporation Class A, 6/19/1998,1994,"28,869.3",2/6/2020,3%,4.01%,-1.71%,-6.11%,-9.65%,10/31/2019,3%,-4.37%,1.51%,0.05%,-4.81%,8/1/2019,2%,-0.05%,-5.32%,-1.47%,1.90%,5/3/2019,-12%,-8.28%,3.11%,5.79%,-2.05%,2/6/2019,7%,2.71%,-5.96%,2.26%,-3.71%,10/30/2018,5%,-0.03%,3.04%,0.73%,0.98%
EA,Electronic Arts Inc., 9/20/1989,1982,"28,115.8",1/31/2020,1%,2.01%,-3.29%,5.89%,-9.20%,10/30/2019,13%,-2.23%,-2.38%,2.93%,3.74%,7/31/2019,2706%,-1.41%,-0.21%,3.12%,2.14%,5/8/2019,61%,-0.32%,0.62%,3.01%,-7.20%,2/6/2019,19%,-2.57%,19.04%,3.45%,2.02%,10/31/2018,60%,-7.22%,-5.58%,-0.66%,-2.28%
FDX,FedEx Corporation,11/05/1984,1971,"27,843.1",12/18/2019,-8%,4.76%,3.42%,1.48%,-7.73%,9/18/2019,-3%,8.04%,-2.38%,3.51%,1.44%,6/26/2019,3%,-2.81%,-1.37%,7.93%,-4.49%,3/20/2019,-2%,-0.43%,4.05%,5.89%,-6.16%,12/19/2018,2%,-10.90%,0.73%,2.02%,1.23%,9/18/2018,-9%,5.16%,-1.29%,-1.54%,0.24%
DD,"DuPont de Nemours, Inc.",11/05/1984,2017,"27,431.3",1/30/2020,0%,-3.87%,-1.82%,-7.36%,-4.43%,10/31/2019,2%,-3.45%,4.15%,-8.95%,-0.97%,8/1/2019,9%,1.31%,-5.64%,-1.87%,8.91%,5/2/2019,33%,-5.27%,-9.97%,3.41%,-23.08%,1/31/2019,1%,4.99%,-3.79%,-0.91%,3.32%,11/1/2018,4%,-5.98%,0.97%,-2.46%,-3.30%
TRV,"Travelers Companies, Inc.",11/05/1984,1853,"27,403.1",1/23/2020,1%,1.90%,1.04%,-0.83%,3.17%,10/22/2019,-39%,-3.22%,-1.82%,1.60%,-0.06%,7/23/2019,-11%,-3.02%,3.03%,-0.42%,1.13%,4/18/2019,4%,-1.59%,1.80%,5.67%,3.47%,1/22/2019,1%,-1.08%,-0.77%,0.88%,1.98%,10/18/2018,13%,1.47%,1.09%,0.49%,2.84%
